line_id,date,description,amount,currency,classification,project_code,counterparty,fund,account,account_number,bank_account,mapping_method,rule_id,rule_version,decision_id,source_id,source_excerpt,source_location,close_id,export_profile
GL-0001,2026-06-30,10010 - Cash · Cash Paid,-457213.59,EUR,Cash FX gains / losses,,,2100,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Ashcombe Co-Invest L.P. | 10010 - Cash | Cash Paid | 71 GL rows | Dr 0.00 Cr 457,213.59 EUR","{'sheet': 'Investor-Level GL', 'row': 27008}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0219,2026-06-30,50200 - Running Expenses · Expense: Bank Charges,45.0,GBP,Expense: bank charges,,,5323,50071,,,rule,RULE-COA-098,v4c,,SRC-XLS-E80F1CD6,Kestrel Brinley Co-Invest LP | 50200 - Running Expenses | Expense: Bank Charges | 21 GL rows | Dr 45.00 Cr 0.00 GBP,"{'sheet': 'Investor-Level GL', 'row': 9350}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0220,2026-06-30,10010 - Cash · Cash Paid,-11544.66,GBP,Cash FX gains / losses,,,4143,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Kestrel Carrshaw Co-Invest LP | 10010 - Cash | Cash Paid | 18 GL rows | Dr 0.00 Cr 11,544.66 GBP","{'sheet': 'Investor-Level GL', 'row': 4787}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0221,2026-06-30,10010 - Cash · Cash Received,427.71,GBP,Cash FX gains / losses,,,4143,10000,,,rule,RULE-COA-007,v4c,,SRC-XLS-E80F1CD6,Kestrel Carrshaw Co-Invest LP | 10010 - Cash | Cash Received | 6 GL rows | Dr 427.71 Cr 0.00 GBP,"{'sheet': 'Investor-Level GL', 'row': 4820}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0222,2026-06-30,20020 - Accruals · Accruals: Expenses,0.0,GBP,Accrued Expenses,,,4143,20030,,,rule,RULE-COA-034,v4c,,SRC-XLS-E80F1CD6,"Kestrel Carrshaw Co-Invest LP | 20020 - Accruals | Accruals: Expenses | 6 GL rows | Dr 27,618.67 Cr 27,618.67 GBP","{'sheet': 'Investor-Level GL', 'row': 4832}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0223,2026-06-30,20030 - General Partner Share Payable · Payable: General Partner Share,-25.0,GBP,Management fees payable,,,4143,20015,,,rule,RULE-COA-037,v4c,,SRC-XLS-E80F1CD6,Kestrel Carrshaw Co-Invest LP | 20030 - General Partner Share Payable | Payable: General Partner Share | 6 GL rows | Dr 525.00 Cr 550.00 GBP,"{'sheet': 'Investor-Level GL', 'row': 4850}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0224,2026-06-30,30040 - Income Attributed to GP re GP Share · General Partner Share Paid,25.0,GBP,Expense: General Partner Profit Share,,,4143,50010,,,rule,RULE-COA-058,v4c,,SRC-XLS-E80F1CD6,Kestrel Carrshaw Co-Invest LP | 30040 - Income Attributed to GP re GP Share | General Partner Share Paid | 6 GL rows | Dr 550.00 Cr 525.00 GBP,"{'sheet': 'Investor-Level GL', 'row': 4853}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0225,2026-06-30,40070 - Interest Income - Bank · Income: Bank Interest Received,-427.71,GBP,Income: Bank interest,,,4143,40051,,,rule,RULE-COA-080,v4c,,SRC-XLS-E80F1CD6,Kestrel Carrshaw Co-Invest LP | 40070 - Interest Income - Bank | Income: Bank Interest Received | 6 GL rows | Dr 0.00 Cr 427.71 GBP,"{'sheet': 'Investor-Level GL', 'row': 4823}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0226,2026-06-30,50020 - Administration Fees · Expense: Administration Fees,4867.16,GBP,Expense: Adminstration fees,,,4143,50080,,,rule,RULE-COA-088,v4c,,SRC-XLS-E80F1CD6,"Kestrel Carrshaw Co-Invest LP | 50020 - Administration Fees | Expense: Administration Fees | 9 GL rows | Dr 9,578.83 Cr 4,711.67 GBP","{'sheet': 'Investor-Level GL', 'row': 4799}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0227,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (UK),0.0,GBP,Expense: Audit fees,,,4143,50090,,,rule,RULE-COA-091,v4c,,SRC-XLS-E80F1CD6,"Kestrel Carrshaw Co-Invest LP | 50040 - Audit Fees | Expense: Audit Fees (UK) | 6 GL rows | Dr 5,532.00 Cr 5,532.00 GBP","{'sheet': 'Investor-Level GL', 'row': 4835}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0228,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (UK),4500.0,GBP,Expense: Professional fee - Taxation Services,,,4143,50140,,,rule,RULE-COA-092,v4c,,SRC-XLS-E80F1CD6,"Kestrel Carrshaw Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (UK) | 9 GL rows | Dr 12,375.00 Cr 7,875.00 GBP","{'sheet': 'Investor-Level GL', 'row': 4808}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0229,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (US),0.0,GBP,Expense: Professional fee - Taxation Services,,,4143,50140,,,rule,RULE-COA-093,v4c,,SRC-XLS-E80F1CD6,"Kestrel Carrshaw Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (US) | 6 GL rows | Dr 8,000.00 Cr 8,000.00 GBP","{'sheet': 'Investor-Level GL', 'row': 4841}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0230,2026-06-30,50200 - Running Expenses · Expense: Bank Charges,45.0,GBP,Expense: bank charges,,,4143,50071,,,rule,RULE-COA-098,v4c,,SRC-XLS-E80F1CD6,Kestrel Carrshaw Co-Invest LP | 50200 - Running Expenses | Expense: Bank Charges | 9 GL rows | Dr 45.00 Cr 0.00 GBP,"{'sheet': 'Investor-Level GL', 'row': 4790}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0231,2026-06-30,50200 - Running Expenses · Expense: Depositary Fees,2132.5,GBP,Expense: Depository Fees,,,4143,50201,,,rule,RULE-COA-099,v4c,,SRC-XLS-E80F1CD6,"Kestrel Carrshaw Co-Invest LP | 50200 - Running Expenses | Expense: Depositary Fees | 9 GL rows | Dr 3,632.50 Cr 1,500.00 GBP","{'sheet': 'Investor-Level GL', 'row': 4784}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0232,2026-06-30,10010 - Cash · Cash Paid,-15000000.0,USD,Cash FX gains / losses,,,5043,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 10010 - Cash | Cash Paid | 5 GL rows | Dr 0.00 Cr 15,000,000.00 USD","{'sheet': 'Investor-Level GL', 'row': 4511}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0233,2026-06-30,10050 - Sundry Receivables · Receivable: Other,-169170.61,USD,Other receivables,,,5043,10022,,,rule,RULE-COA-013,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 10050 - Sundry Receivables | Receivable: Other | 20 GL rows | Dr 0.00 Cr 169,170.61 USD","{'sheet': 'Investor-Level GL', 'row': 4561}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0234,2026-06-30,10140 - Investments · Investment Equity: Purchase,15000000.0,USD,Investment - Equity - Purchase,,,5043,10030,,,rule,RULE-COA-017,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 10140 - Investments | Investment Equity: Purchase | 5 GL rows | Dr 15,000,000.00 Cr 0.00 USD","{'sheet': 'Investor-Level GL', 'row': 4486}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0235,2026-06-30,10170 - Investments Appreciation/(Depreciation) · Investment: Unrealised Appreciation/(Depreciation),158588.29,USD,Investment - Equity - Unrealized appreciation,,,5043,10040,,,rule,RULE-COA-027,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 10170 - Investments Appreciation/(Depreciation) | Investment: Unrealised Appreciation/(Depreciation) | 10 GL rows | Dr 15,158,588.29 Cr 15,000,000.00 USD","{'sheet': 'Investor-Level GL', 'row': 4496}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0236,2026-06-30,20010 - Creditors · Payable: Other,-7377.05,USD,Other payables,,,5043,20022,,,rule,RULE-COA-031,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 20010 - Creditors | Payable: Other | 5 GL rows | Dr 0.00 Cr 7,377.05 USD","{'sheet': 'Investor-Level GL', 'row': 4551}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0237,2026-06-30,20020 - Accruals · Accruals: Expenses,-13595.52,USD,Accrued Expenses,,,5043,20030,,,rule,RULE-COA-034,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 20020 - Accruals | Accruals: Expenses | 5 GL rows | Dr 0.00 Cr 13,595.52 USD","{'sheet': 'Investor-Level GL', 'row': 4526}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0238,2026-06-30,20030 - General Partner Share Payable · Payable: General Partner Share,-100.0,USD,Management fees payable,,,5043,20015,,,rule,RULE-COA-037,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 20030 - General Partner Share Payable | Payable: General Partner Share | 5 GL rows | Dr 0.00 Cr 100.00 USD","{'sheet': 'Investor-Level GL', 'row': 4536}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0239,2026-06-30,30040 - Income Attributed to GP re GP Share · General Partner Share Paid,100.0,USD,Expense: General Partner Profit Share,,,5043,50010,,,rule,RULE-COA-058,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 30040 - Income Attributed to GP re GP Share | General Partner Share Paid | 5 GL rows | Dr 100.00 Cr 0.00 USD","{'sheet': 'Investor-Level GL', 'row': 4531}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0240,2026-06-30,40010 - Realised Gain/(Loss) - Formation Fees · Realised Gain/(Loss): Loss on Formation Fees,150000.0,USD,Realised Loss: Investments,,,5043,40060,,,rule,RULE-COA-072,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 40010 - Realised Gain/(Loss) - Formation Fees | Realised Gain/(Loss): Loss on Formation Fees | 5 GL rows | Dr 150,000.00 Cr 0.00 USD","{'sheet': 'Investor-Level GL', 'row': 4586}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0241,2026-06-30,40030 - Unrealised Gain/(Loss) - Investments · Unrealised Gain/(Loss):  Gain on Investments,-158588.29,USD,Unrealised Gain: Investments,,,5043,40066,,,rule,RULE-COA-073,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 40030 - Unrealised Gain/(Loss) - Investments | Unrealised Gain/(Loss):  Gain on Investments | 10 GL rows | Dr 15,000,000.00 Cr 15,158,588.29 USD","{'sheet': 'Investor-Level GL', 'row': 4491}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0242,2026-06-30,50020 - Administration Fees · Expense: Administration Fees,30887.99,USD,Expense: Adminstration fees,,,5043,50080,,,rule,RULE-COA-088,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 50020 - Administration Fees | Expense: Administration Fees | 25 GL rows | Dr 30,887.99 Cr 0.00 USD","{'sheet': 'Investor-Level GL', 'row': 4521}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0243,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (UK),7342.62,USD,Expense: Audit fees,,,5043,50090,,,rule,RULE-COA-091,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 50040 - Audit Fees | Expense: Audit Fees (UK) | 5 GL rows | Dr 7,342.62 Cr 0.00 USD","{'sheet': 'Investor-Level GL', 'row': 4516}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0244,2026-06-30,50130 - Legal & Professional Fees · Expense: Legal & Professional Fees,1912.57,USD,Expense: Legal fees,,,5043,50130,,,rule,RULE-COA-095,v4c,,SRC-XLS-E80F1CD6,"Kestrel Co-Invest N II, L.P. | 50130 - Legal & Professional Fees | Expense: Legal & Professional Fees | 5 GL rows | Dr 1,912.57 Cr 0.00 USD","{'sheet': 'Investor-Level GL', 'row': 4541}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0245,2026-06-30,10010 - Cash · Cash Paid,-17147.7,USD,Cash FX gains / losses,,,5104,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Kestrel D4 Co-Invest LP | 10010 - Cash | Cash Paid | 6 GL rows | Dr 0.00 Cr 17,147.70 USD","{'sheet': 'Investor-Level GL', 'row': 9237}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0246,2026-06-30,10010 - Cash · Cash Received,38.29,USD,Cash FX gains / losses,,,5104,10000,,,rule,RULE-COA-007,v4c,,SRC-XLS-E80F1CD6,Kestrel D4 Co-Invest LP | 10010 - Cash | Cash Received | 2 GL rows | Dr 38.29 Cr 0.00 USD,"{'sheet': 'Investor-Level GL', 'row': 9232}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0247,2026-06-30,10170 - Investments Appreciation/(Depreciation) · Investment: Unrealised Appreciation/(Depreciation),2219518.01,USD,Investment - Equity - Unrealized appreciation,,,5104,10040,,,rule,RULE-COA-027,v4c,,SRC-XLS-E80F1CD6,"Kestrel D4 Co-Invest LP | 10170 - Investments Appreciation/(Depreciation) | Investment: Unrealised Appreciation/(Depreciation) | 5 GL rows | Dr 69,699,193.42 Cr 67,479,675.41 USD","{'sheet': 'Investor-Level GL', 'row': 9223}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0248,2026-06-30,20020 - Accruals · Accruals: Expenses,-208.25,USD,Accrued Expenses,,,5104,20030,,,rule,RULE-COA-034,v4c,,SRC-XLS-E80F1CD6,"Kestrel D4 Co-Invest LP | 20020 - Accruals | Accruals: Expenses | 2 GL rows | Dr 33,198.04 Cr 33,406.29 USD","{'sheet': 'Investor-Level GL', 'row': 9248}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0249,2026-06-30,20030 - General Partner Share Payable · Payable: General Partner Share,-25.0,USD,Management fees payable,,,5104,20015,,,rule,RULE-COA-037,v4c,,SRC-XLS-E80F1CD6,Kestrel D4 Co-Invest LP | 20030 - General Partner Share Payable | Payable: General Partner Share | 2 GL rows | Dr 473.00 Cr 498.00 USD,"{'sheet': 'Investor-Level GL', 'row': 9253}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0250,2026-06-30,30040 - Income Attributed to GP re GP Share · General Partner Share Paid,25.0,USD,Expense: General Partner Profit Share,,,5104,50010,,,rule,RULE-COA-058,v4c,,SRC-XLS-E80F1CD6,Kestrel D4 Co-Invest LP | 30040 - Income Attributed to GP re GP Share | General Partner Share Paid | 2 GL rows | Dr 498.00 Cr 473.00 USD,"{'sheet': 'Investor-Level GL', 'row': 9254}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0251,2026-06-30,40030 - Unrealised Gain/(Loss) - Investments · Unrealised Gain/(Loss):  Gain on Investments,-2219518.01,USD,Unrealised Gain: Investments,,,5104,40066,,,rule,RULE-COA-073,v4c,,SRC-XLS-E80F1CD6,"Kestrel D4 Co-Invest LP | 40030 - Unrealised Gain/(Loss) - Investments | Unrealised Gain/(Loss):  Gain on Investments | 5 GL rows | Dr 67,479,675.41 Cr 69,699,193.42 USD","{'sheet': 'Investor-Level GL', 'row': 9222}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0252,2026-06-30,40070 - Interest Income - Bank · Income: Bank Interest Received,-38.29,USD,Income: Bank interest,,,5104,40051,,,rule,RULE-COA-080,v4c,,SRC-XLS-E80F1CD6,Kestrel D4 Co-Invest LP | 40070 - Interest Income - Bank | Income: Bank Interest Received | 2 GL rows | Dr 0.00 Cr 38.29 USD,"{'sheet': 'Investor-Level GL', 'row': 9233}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0253,2026-06-30,50020 - Administration Fees · Expense: Administration Fees,6610.7,USD,Expense: Adminstration fees,,,5104,50080,,,rule,RULE-COA-088,v4c,,SRC-XLS-E80F1CD6,"Kestrel D4 Co-Invest LP | 50020 - Administration Fees | Expense: Administration Fees | 3 GL rows | Dr 12,823.98 Cr 6,213.28 USD","{'sheet': 'Investor-Level GL', 'row': 9236}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0254,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (UK),4568.96,USD,Expense: Audit fees,,,5104,50090,,,rule,RULE-COA-091,v4c,,SRC-XLS-E80F1CD6,"Kestrel D4 Co-Invest LP | 50040 - Audit Fees | Expense: Audit Fees (UK) | 3 GL rows | Dr 11,868.96 Cr 7,300.00 USD","{'sheet': 'Investor-Level GL', 'row': 9244}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0255,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (UK),6114.38,USD,Expense: Professional fee - Taxation Services,,,5104,50140,,,rule,RULE-COA-092,v4c,,SRC-XLS-E80F1CD6,"Kestrel D4 Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (UK) | 3 GL rows | Dr 16,499.14 Cr 10,384.76 USD","{'sheet': 'Investor-Level GL', 'row': 9240}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0256,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (US),0.0,USD,Expense: Professional fee - Taxation Services,,,5104,50140,,,rule,RULE-COA-093,v4c,,SRC-XLS-E80F1CD6,"Kestrel D4 Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (US) | 2 GL rows | Dr 9,300.00 Cr 9,300.00 USD","{'sheet': 'Investor-Level GL', 'row': 9252}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0257,2026-06-30,50200 - Running Expenses · Expense: Bank Charges,61.91,USD,Expense: bank charges,,,5104,50071,,,rule,RULE-COA-098,v4c,,SRC-XLS-E80F1CD6,Kestrel D4 Co-Invest LP | 50200 - Running Expenses | Expense: Bank Charges | 3 GL rows | Dr 61.91 Cr 0.00 USD,"{'sheet': 'Investor-Level GL', 'row': 9238}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0258,2026-06-30,10010 - Cash · Cash Paid,-19267.23,USD,Cash FX gains / losses,,,2185,10000,,,rule,RULE-COA-008,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 10010 - Cash | Cash Paid | 18 GL rows | Dr 15,000,000.00 Cr 15,019,267.23 USD","{'sheet': 'Investor-Level GL', 'row': 4658}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0259,2026-06-30,10010 - Cash · Cash Received,51.51,USD,Cash FX gains / losses,,,2185,10000,,,rule,RULE-COA-007,v4c,,SRC-XLS-E80F1CD6,Kestrel DEK 1 Co-Invest LP | 10010 - Cash | Cash Received | 6 GL rows | Dr 51.51 Cr 0.00 USD,"{'sheet': 'Investor-Level GL', 'row': 4684}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0260,2026-06-30,10020 - Investment Interest Receivable · Receivable: Investment Interest,27199.58,USD,Receivable: PIK Interest acquired,,,2185,10016,,,rule,RULE-COA-011,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 10020 - Investment Interest Receivable | Receivable: Investment Interest | 4 GL rows | Dr 166,835.06 Cr 139,635.48 USD","{'sheet': 'Investor-Level GL', 'row': 4756}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0261,2026-06-30,10050 - Sundry Receivables · Receivable: Other,-15000000.0,USD,Other receivables,,,2185,10022,,,rule,RULE-COA-013,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 10050 - Sundry Receivables | Receivable: Other | 2 GL rows | Dr 0.00 Cr 15,000,000.00 USD","{'sheet': 'Investor-Level GL', 'row': 4728}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0262,2026-06-30,10140 - Investments · Investment Equity: Purchase,15000000.0,USD,Investment - Equity - Purchase,,,2185,10030,,,rule,RULE-COA-017,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 10140 - Investments | Investment Equity: Purchase | 2 GL rows | Dr 15,000,000.00 Cr 0.00 USD","{'sheet': 'Investor-Level GL', 'row': 4648}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0263,2026-06-30,10170 - Investments Appreciation/(Depreciation) · Investment: Unrealised Appreciation/(Depreciation),1621974.8,USD,Investment - Equity - Unrealized appreciation,,,2185,10040,,,rule,RULE-COA-027,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 10170 - Investments Appreciation/(Depreciation) | Investment: Unrealised Appreciation/(Depreciation) | 50 GL rows | Dr 195,207,492.40 Cr 193,585,517.60 USD","{'sheet': 'Investor-Level GL', 'row': 4598}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0264,2026-06-30,20020 - Accruals · Accruals: Expenses,-204.43,USD,Accrued Expenses,,,2185,20030,,,rule,RULE-COA-034,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 20020 - Accruals | Accruals: Expenses | 4 GL rows | Dr 31,346.28 Cr 31,550.71 USD","{'sheet': 'Investor-Level GL', 'row': 4700}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0265,2026-06-30,20030 - General Partner Share Payable · Payable: General Partner Share,-25.0,USD,Management fees payable,,,2185,20015,,,rule,RULE-COA-037,v4c,,SRC-XLS-E80F1CD6,Kestrel DEK 1 Co-Invest LP | 20030 - General Partner Share Payable | Payable: General Partner Share | 4 GL rows | Dr 483.00 Cr 508.00 USD,"{'sheet': 'Investor-Level GL', 'row': 4710}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0266,2026-06-30,30040 - Income Attributed to GP re GP Share · General Partner Share Paid,25.0,USD,Expense: General Partner Profit Share,,,2185,50010,,,rule,RULE-COA-058,v4c,,SRC-XLS-E80F1CD6,Kestrel DEK 1 Co-Invest LP | 30040 - Income Attributed to GP re GP Share | General Partner Share Paid | 4 GL rows | Dr 508.00 Cr 483.00 USD,"{'sheet': 'Investor-Level GL', 'row': 4712}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0267,2026-06-30,40030 - Unrealised Gain/(Loss) - Investments · Unrealised Gain/(Loss):  Gain on Investments,-1621974.8,USD,Unrealised Gain: Investments,,,2185,40066,,,rule,RULE-COA-073,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 40030 - Unrealised Gain/(Loss) - Investments | Unrealised Gain/(Loss):  Gain on Investments | 50 GL rows | Dr 193,585,517.60 Cr 195,207,492.40 USD","{'sheet': 'Investor-Level GL', 'row': 4596}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0268,2026-06-30,40070 - Interest Income - Bank · Income: Bank Interest Received,-51.51,USD,Income: Bank interest,,,2185,40051,,,rule,RULE-COA-080,v4c,,SRC-XLS-E80F1CD6,Kestrel DEK 1 Co-Invest LP | 40070 - Interest Income - Bank | Income: Bank Interest Received | 6 GL rows | Dr 0.00 Cr 51.51 USD,"{'sheet': 'Investor-Level GL', 'row': 4686}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0269,2026-06-30,40100 - Interest Income - Investments · Income: Investment Interest Accrual,-27199.58,USD,"Income: interest income, investment related",,,2185,40020,,,rule,RULE-COA-084,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 40100 - Interest Income - Investments | Income: Investment Interest Accrual | 4 GL rows | Dr 139,635.48 Cr 166,835.06 USD","{'sheet': 'Investor-Level GL', 'row': 4758}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0270,2026-06-30,50020 - Administration Fees · Expense: Administration Fees,14408.06,USD,Expense: Adminstration fees,,,2185,50080,,,rule,RULE-COA-088,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 50020 - Administration Fees | Expense: Administration Fees | 8 GL rows | Dr 21,721.03 Cr 7,312.97 USD","{'sheet': 'Investor-Level GL', 'row': 4660}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0271,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (UK),4135.15,USD,Expense: Audit fees,,,2185,50090,,,rule,RULE-COA-091,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 50040 - Audit Fees | Expense: Audit Fees (UK) | 2 GL rows | Dr 4,135.15 Cr 0.00 USD","{'sheet': 'Investor-Level GL', 'row': 4676}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0272,2026-06-30,50040 - Audit Fees · Expense: Audit Fees (US),46.01,USD,Expense: Audit fees,,,2185,50090,,,rule,RULE-COA-090,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 50040 - Audit Fees | Expense: Audit Fees (US) | 4 GL rows | Dr 7,101.06 Cr 7,055.05 USD","{'sheet': 'Investor-Level GL', 'row': 4708}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
GL-0273,2026-06-30,50050 - Tax Compliance Fees · Expense: Tax Fees (UK),6114.38,USD,Expense: Professional fee - Taxation Services,,,2185,50140,,,rule,RULE-COA-092,v4c,,SRC-XLS-E80F1CD6,"Kestrel DEK 1 Co-Invest LP | 50050 - Tax Compliance Fees | Expense: Tax Fees (UK) | 6 GL rows | Dr 16,499.14 Cr 10,384.76 USD","{'sheet': 'Investor-Level GL', 'row': 4668}",CLOSE-2026-Q2-KESTREL-GL-LOADER,validated_mapping_csv_v1
